Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2007,9,29,6,1540,1545,1701,1713,FL,744,N328AT,81,88,62,-12,-5,ATL,MCO,403,7,12,0,,0,0,0,0,0,0
2007,2,14,3,929,932,1105,1104,OO,3909,N445SW,96,92,70,1,-3,SLC,MSO,436,10,16,0,,0,0,0,0,0,0
2007,6,22,5,1013,1010,1122,1130,AA,1657,N3BXAA,129,140,104,-8,3,ATL,DFW,732,5,20,0,,0,0,0,0,0,0
2007,3,29,4,1355,1400,1421,1435,MQ,4344,N628AE,86,95,72,-14,-5,PIT,ORD,412,6,8,0,,0,0,0,0,0,0
2007,7,8,7,555,600,915,910,EV,4780,N901EV,140,130,114,5,-5,ICT,ATL,781,16,10,0,,0,0,0,0,0,0
2007,12,5,3,1718,1710,1855,1850,9E,4760,84239E,97,100,75,5,8,IND,RDU,489,3,19,0,,0,0,0,0,0,0
2007,5,10,4,1102,1105,1154,1229,US,75,N833AW,232,264,215,-35,-3,ATL,PHX,1587,6,11,0,,0,0,0,0,0,0
2007,5,31,4,1545,1555,1825,1844,US,1898,N419US,160,169,141,-19,-10,MIA,PHL,1013,5,14,0,,0,0,0,0,0,0
2007,5,6,7,921,910,1223,1210,WN,845,N219WN,182,180,171,13,11,TPA,MHT,1204,4,7,0,,0,0,0,0,0,0
2007,10,24,3,615,620,822,823,OH,5182,N588SW,127,123,88,-1,-5,RDU,BOS,612,22,17,0,,0,0,0,0,0,0
2007,5,14,1,1946,1950,2139,2155,WN,1830,N419WN,113,125,102,-16,-4,BNA,AUS,756,4,7,0,,0,0,0,0,0,0
2007,7,11,3,853,900,1002,1014,US,2120,N769US,69,74,37,-12,-7,LGA,BOS,185,7,25,0,,0,0,0,0,0,0
2007,12,11,2,1641,1643,1819,1817,FL,415,N287AT,98,94,77,2,-2,ATL,IND,432,7,14,0,,0,0,0,0,0,0
2007,6,9,6,1301,1305,1703,1700,NW,594,N503US,182,175,155,3,-4,MSP,BOS,1124,11,16,0,,0,0,0,0,0,0
2007,8,10,5,1519,1455,1637,1620,WN,328,N769SW,78,85,67,17,24,OAK,LAS,407,3,8,0,,0,5,0,0,0,12
2007,9,14,5,1727,1730,2006,2018,B6,394,N593JB,159,168,139,-12,-3,MCO,LGA,950,5,15,0,,0,0,0,0,0,0
2007,3,5,1,829,830,1454,1448,US,1190,N700UW,265,258,238,6,-1,PHX,PHL,2075,14,13,0,,0,0,0,0,0,0
2007,3,8,4,1800,1730,2003,1945,MQ,4647,N820AE,183,195,170,18,30,RDU,AUS,1162,4,9,0,,0,0,0,7,0,11
2007,3,29,4,800,730,1014,1004,OH,5677,N920CA,134,154,113,10,30,BOS,CVG,752,3,18,0,,0,0,0,0,0,0
2007,7,9,1,1954,1945,2254,2301,DL,1214,N953DL,180,196,158,-7,9,FLL,BOS,1237,9,13,0,,0,0,0,0,0,0
2007,6,28,4,1023,935,1650,1605,US,460,N668AW,207,210,186,45,48,PHX,IND,1489,12,9,0,,0,0,0,5,0,40
2007,7,1,7,1312,1305,1403,1400,WN,2705,N502SW,51,55,42,3,7,SAT,DAL,248,4,5,0,,0,0,0,0,0,0
2007,5,18,5,2355,2359,443,442,YV,2875,N17231,168,163,136,1,-4,LAS,SAT,1069,3,29,0,,0,0,0,0,0,0
2007,3,19,1,1145,1120,1242,1220,WN,15,N656SW,57,60,44,22,25,HOU,HRL,276,2,11,0,,0,3,0,0,0,19
2007,11,3,6,1941,1950,2201,2226,US,1947,N737US,140,156,126,-25,-9,DCA,FLL,899,3,11,0,,0,0,0,0,0,0
2007,4,28,6,1155,1200,1259,1309,DL,1657,N918DL,64,69,47,-10,-5,JAX,ATL,270,6,11,0,,0,0,0,0,0,0
2007,9,10,1,1155,1205,1416,1419,OH,5441,N446CA,81,74,57,-3,-10,STL,CVG,307,2,22,0,,0,0,0,0,0,0
2007,8,11,6,1818,1800,2024,2035,WN,1683,N444WN,306,335,278,-11,18,PHL,LAS,2176,6,22,0,,0,0,0,0,0,0
2007,10,12,5,1159,1200,1312,1315,WN,776,N737JW,193,195,179,-3,-1,HOU,LAS,1235,6,8,0,,0,0,0,0,0,0
2007,5,6,7,1217,1200,1414,1344,NW,1562,N365NB,117,104,95,30,17,SAT,MEM,625,8,14,0,,0,0,0,13,0,17
2007,9,6,4,1742,1747,1851,1859,US,756,N451UW,69,72,57,-8,-5,CLT,DCA,331,4,8,0,,0,0,0,0,0,0
2007,5,9,3,642,648,825,837,OO,6827,N925SW,43,49,26,-12,-6,ORD,AZO,122,3,14,0,,0,0,0,0,0,0
2007,12,13,4,1731,1720,2024,1945,FL,658,N951AT,173,145,144,39,11,ATL,HPN,780,10,19,0,,0,11,0,28,0,0
2007,4,21,6,1149,1155,1244,1255,MQ,3400,N685AE,55,60,46,-11,-6,SAT,DAL,248,2,7,0,,0,0,0,0,0,0
2007,11,9,5,557,600,804,811,EV,4454,N854AS,67,71,50,-7,-3,MOB,ATL,302,7,10,0,,0,0,0,0,0,0
2007,7,14,6,1131,1115,1330,1315,MQ,4495,N674RJ,59,60,45,15,16,ORD,TVC,224,2,12,0,,0,9,0,0,0,6
2007,7,27,5,1745,1745,2115,2100,F9,541,N901FR,150,135,121,15,0,DEN,MDW,895,4,25,0,,0,0,0,15,0,0
2007,4,23,1,1806,1745,1926,1910,WN,54,N387SW,140,145,122,16,21,JAX,HOU,816,5,13,0,,0,2,0,0,0,14
2007,4,29,7,824,835,1146,1215,MQ,4821,N737MW,142,160,133,-29,-11,DSM,LGA,1031,4,5,0,,0,0,0,0,0,0
2007,2,20,2,2103,2052,2246,2304,DL,1572,N388DA,223,252,207,-18,11,CVG,PHX,1569,5,11,0,,0,0,0,0,0,0
2007,3,22,4,1537,1544,1641,1640,FL,615,N284AT,124,116,91,1,-7,ATL,MDW,590,15,18,0,,0,0,0,0,0,0
2007,7,10,2,940,855,1214,1120,NW,690,N785NC,94,85,60,54,45,MEM,IND,381,10,24,0,,0,45,0,9,0,0
2007,2,18,7,1530,1540,1806,1812,NW,1637,N338NB,96,92,69,-6,-10,RAP,MSP,490,12,15,0,,0,0,0,0,0,0
2007,2,1,4,1253,1255,1350,1400,WN,1729,N460WN,57,65,48,-10,-2,OAK,BUR,325,1,8,0,,0,0,0,0,0,0
2007,5,24,4,2121,1827,2305,2000,UA,191,N903UA,104,93,54,185,174,ORD,MSP,334,7,43,0,,0,0,8,11,0,166
2007,3,23,5,633,635,915,910,MQ,3386,N805AE,162,155,132,5,-2,MSN,DFW,821,13,17,0,,0,0,0,0,0,0
2007,4,3,2,726,725,829,830,WN,537,N678AA,63,65,48,-1,1,TUL,STL,351,8,7,0,,0,0,0,0,0,0
2007,10,5,5,1347,1345,1557,1555,WN,1225,N235WN,70,70,58,2,2,MDW,CLE,307,3,9,0,,0,0,0,0,0,0
2007,1,30,2,844,845,1206,1206,CO,1626,N27213,382,381,333,0,-1,EWR,SAN,2425,3,46,0,,0,0,0,0,0,0
2007,12,9,7,1623,1555,1715,1655,WN,3771,N766SW,52,60,42,20,28,BWI,ISP,220,3,7,0,,0,14,0,0,0,6
2007,11,23,5,2151,2155,2144,2148,DL,1087,N904DE,53,53,31,-4,-4,ATL,BHM,134,5,17,0,,0,0,0,0,0,0
2007,2,3,6,1121,1120,1252,1250,9E,5627,84959E,91,90,65,2,1,MSP,BIS,386,7,19,0,,0,0,0,0,0,0
2007,1,30,2,1326,1330,1433,1440,MQ,3121,N851AE,67,70,53,-7,-4,LAX,SJC,308,3,11,0,,0,0,0,0,0,0
2007,6,7,4,1958,2000,2148,2115,US,2186,N751UW,110,75,41,33,-2,DCA,LGA,214,8,61,0,,0,0,0,33,0,0
2007,2,6,2,1503,1505,1627,1631,US,433,N802AW,84,86,59,-4,-2,ABQ,PHX,328,9,16,0,,0,0,0,0,0,0
2007,9,25,2,1844,1840,2100,2101,AS,176,N614AS,136,141,117,-1,4,SEA,BUR,937,3,16,0,,0,0,0,0,0,0
2007,5,4,5,1735,1440,1930,1647,XE,2632,N18982,115,127,102,163,175,IAH,STL,668,4,9,0,,0,0,163,0,0,0
2007,9,28,5,1554,1555,1803,1820,WN,347,N397SW,129,145,115,-17,-1,LAS,GEG,806,3,11,0,,0,0,0,0,0,0
2007,4,16,1,1201,1155,1323,1320,WN,1586,N313SW,82,85,72,3,6,SMF,PDX,479,2,8,0,,0,0,0,0,0,0
2007,8,8,3,1756,1725,2004,1930,AA,1745,N3BLAA,128,125,82,34,31,ATL,MIA,595,9,37,0,,0,0,0,3,0,31
2007,1,11,4,1129,1130,1704,1720,AA,1974,N3BMAA,215,230,194,-16,-1,LAX,BNA,1797,6,15,0,,0,0,0,0,0,0
2007,5,23,3,1108,1115,1209,1220,MQ,3213,N340RC,61,65,43,-11,-7,DFW,CLL,164,4,14,0,,0,0,0,0,0,0
2007,8,15,3,2221,2229,550,618,FL,52,N287AT,269,289,254,-28,-8,SFO,ATL,2139,7,8,0,,0,0,0,0,0,0
2007,8,18,6,926,905,1203,1145,WN,796,N673AA,97,100,85,18,21,BNA,BWI,588,3,9,0,,0,7,0,0,0,11
2007,7,14,6,855,905,1003,1009,OO,5727,N579SW,68,64,47,-6,-10,MFR,PDX,222,3,18,0,,0,0,0,0,0,0
2007,12,26,3,805,745,935,930,WN,1586,N468WN,150,165,135,5,20,STL,ABQ,934,5,10,0,,0,0,0,0,0,0
2007,6,3,7,1720,1715,2020,2010,XE,2427,N14977,180,175,155,10,5,MKE,IAH,984,11,14,0,,0,0,0,0,0,0
2007,7,31,2,703,706,757,759,OO,5591,N295SW,54,53,37,-2,-3,FAT,SFO,158,7,10,0,,0,0,0,0,0,0
2007,8,18,6,1704,1705,1837,1849,NW,536,N341NW,93,104,70,-12,-1,DTW,LGA,501,13,10,0,,0,0,0,0,0,0
2007,7,7,6,924,935,1022,1035,MQ,4688,N812AE,58,60,41,-13,-11,DCA,RDU,227,9,8,0,,0,0,0,0,0,0
2007,9,11,2,1759,1802,2009,2020,NW,1416,N922RW,70,78,49,-11,-3,MDW,DTW,229,6,15,0,,0,0,0,0,0,0
2007,9,16,7,643,645,911,918,F9,815,N916FR,88,93,72,-7,-2,DEN,MCI,533,4,12,0,,0,0,0,0,0,0
2007,1,5,5,941,935,1221,1154,US,1143,N518AU,220,199,187,27,6,PHL,MSY,1088,9,24,0,,0,0,0,27,0,0
2007,4,29,7,1914,1920,2056,2056,NW,1461,N759NW,102,96,69,0,-6,MSP,STL,449,7,26,0,,0,0,0,0,0,0
2007,6,25,1,1555,1540,1715,1659,OH,5042,N709CA,80,79,47,16,15,SYR,JFK,209,21,12,0,,0,15,0,1,0,0
2007,11,17,6,1544,1548,1645,1652,UA,723,N801UA,121,124,96,-7,-4,DFW,DEN,641,6,19,0,,0,0,0,0,0,0
2007,8,27,1,743,745,1321,1323,DL,828,N682DA,218,218,191,-2,-2,JAC,ATL,1572,10,17,0,,0,0,0,0,0,0
2007,12,12,3,1848,1845,1,2355,AA,2426,N201AA,193,190,180,6,3,SJC,DFW,1438,3,10,0,,0,0,0,0,0,0
2007,4,14,6,1639,1535,1954,1850,AA,1062,N408AA,135,135,116,64,64,STL,MCO,880,4,15,0,,0,0,0,0,0,64
2007,2,14,3,1446,1445,1532,1540,WN,1879,N490WN,46,55,35,-8,1,RNO,OAK,180,5,6,0,,0,0,0,0,0,0
2007,8,17,5,854,835,1057,1035,US,1575,N527AU,123,120,93,22,19,DCA,JAX,634,5,25,0,,0,19,0,3,0,0
2007,1,14,7,1722,1610,2003,1910,FL,811,N959AT,161,180,142,53,72,MCO,BOS,1121,6,13,0,,0,0,0,53,0,0
2007,10,12,5,709,710,848,833,OO,3704,N236SW,99,83,66,15,-1,SLC,SGU,269,7,26,0,,0,15,0,0,0,0
2007,1,29,1,1458,1500,1540,1550,WN,886,N731,102,110,92,-10,-2,DAL,ABQ,580,4,6,0,,0,0,0,0,0,0
2007,4,16,1,2145,2050,2259,2211,FL,421,N935AT,74,81,60,48,55,BWI,BOS,370,6,8,0,,0,0,0,0,0,48
2007,8,1,3,1905,1810,2026,1950,US,1753,N917UW,81,100,70,36,55,CLT,TPA,508,3,8,0,,0,0,0,0,0,36
2007,7,25,3,2108,2105,2314,2230,DL,1739,N123DN,126,85,57,44,3,ATL,MCO,403,6,63,0,,0,0,0,44,0,0
2007,3,20,2,1236,1215,1427,1420,WN,2501,N208WN,51,65,39,7,21,MDW,CMH,284,3,9,0,,0,0,0,0,0,0
2007,6,10,7,1012,1015,1123,1135,WN,535,N511SW,71,80,60,-12,-3,MCI,MDW,405,5,6,0,,0,0,0,0,0,0
2007,9,21,5,835,640,955,809,OH,5671,N786CA,80,89,53,106,115,GSO,CVG,330,9,18,0,,0,106,0,0,0,0
2007,10,6,6,2110,2115,2144,2144,AQ,70,N828AL,34,29,27,0,-5,LIH,HNL,102,4,3,0,,0,0,0,0,0,0
2007,11,2,5,830,830,1138,1150,OH,5124,N692CA,128,140,105,-12,0,AUS,ATL,813,9,14,0,,0,0,0,0,0,0
2007,6,23,6,1610,1615,1703,1715,WN,2329,N258WN,53,60,43,-12,-5,BOI,SLC,291,3,7,0,,0,0,0,0,0,0
2007,4,16,1,1001,1000,1116,1125,WN,82,N495WN,75,85,60,-9,1,SMF,LAX,373,9,6,0,,0,0,0,0,0,0
2007,4,1,7,1640,1645,1929,1920,US,1928,N742PS,169,155,149,9,-5,RSW,PHL,992,11,9,0,,0,0,0,0,0,0
2007,8,22,3,635,640,915,925,AS,100,N708AS,160,165,141,-10,-5,PDX,PHX,1009,5,14,0,,0,0,0,0,0,0
2007,8,4,6,1226,1230,1450,1510,WN,2203,N260WN,144,160,128,-20,-4,PBI,PHL,951,5,11,0,,0,0,0,0,0,0
2007,12,29,6,840,845,955,1015,UA,1580,N496UA,75,90,58,-20,-5,SFO,LAS,414,6,11,0,,0,0,0,0,0,0
2007,10,17,3,2154,2150,2152,2143,EV,4452,N860AS,58,53,32,9,4,ATL,DHN,171,3,23,0,,0,0,0,0,0,0
2007,12,31,1,1807,1630,2059,1940,AA,358,N479AA,112,130,89,79,97,ORD,LGA,733,5,18,0,,0,0,16,13,0,50
2007,8,10,5,1230,1230,1326,1335,MQ,3967,N611AE,56,65,43,-9,0,ORD,EVV,273,3,10,0,,0,0,0,0,0,0
2007,3,16,5,1118,1100,1724,1700,AA,1844,N564AA,246,240,224,24,18,SAN,ORD,1723,3,19,0,,0,1,0,6,0,17
2007,12,5,3,1454,1330,2218,2035,HA,38,N591HA,324,305,293,103,84,OGG,SAN,2541,19,12,0,,0,0,0,0,0,103
2007,1,2,2,707,700,819,821,NW,138,N764NC,72,81,50,-2,7,MSP,ORD,334,5,17,0,,0,0,0,0,0,0
2007,11,29,4,1016,1020,1147,1145,XE,2103,N14945,91,85,70,2,-4,OKC,IAH,395,10,11,0,,0,0,0,0,0,0
2007,10,18,4,1630,1427,1809,1521,OO,5955,N909SW,99,54,28,168,123,PIA,ORD,130,4,67,0,,0,0,0,168,0,0
2007,2,2,5,1624,1625,1938,1945,DL,1865,N949DL,194,200,164,-7,-1,JFK,FLL,1069,6,24,0,,0,0,0,0,0,0
2007,10,22,1,900,900,1045,1040,B6,1253,N229JB,105,100,71,5,0,BOS,IAD,413,4,30,0,,0,0,0,0,0,0
2007,7,10,2,1338,1325,1626,1615,F9,839,N931FR,108,110,81,11,13,DEN,DFW,641,13,14,0,,0,0,0,0,0,0
2007,8,26,7,551,600,642,654,OO,1975,N814SK,51,54,27,-12,-9,GSP,ATL,153,6,18,0,,0,0,0,0,0,0
2007,5,3,4,740,735,1030,1020,WN,1972,N462WN,110,105,94,10,5,PDX,SLC,630,5,11,0,,0,0,0,0,0,0
2007,2,2,5,1902,1659,2103,1845,9E,2999,85549E,181,166,145,138,123,DCA,DSM,897,6,30,0,,0,123,0,15,0,0
2007,3,7,3,950,942,1205,1141,EV,4553,N842AS,135,119,98,24,8,DTW,ATL,594,6,31,0,,0,8,0,16,0,0
2007,6,23,6,1928,1929,2251,2300,OO,3946,N406SW,143,151,121,-9,-1,SLC,TUL,926,4,18,0,,0,0,0,0,0,0
2007,7,1,7,2151,1955,2348,2144,DL,1658,N934DL,117,109,93,124,116,PBI,ATL,545,11,13,0,,0,0,0,124,0,0
2007,4,13,5,950,950,1000,1010,WN,1165,N767SW,70,80,56,-10,0,ABQ,PHX,328,5,9,0,,0,0,0,0,0,0
2007,11,15,4,658,700,810,825,WN,2262,N642WN,132,145,116,-15,-2,ALB,MDW,717,4,12,0,,0,0,0,0,0,0
2007,9,10,1,1100,1100,1423,1405,AA,15,N320AA,383,365,342,18,0,JFK,SFO,2586,11,30,0,,0,0,0,18,0,0
2007,4,23,1,2258,2258,2358,18,YV,2830,N942LR,60,80,45,-20,0,LAS,TUS,365,5,10,0,,0,0,0,0,0,0
2007,7,24,2,557,600,719,730,FL,132,N928AT,82,90,64,-11,-3,TPA,ATL,406,7,11,0,,0,0,0,0,0,0
2007,5,19,6,606,610,727,731,US,981,N721UW,81,81,58,-4,-4,BDL,DCA,313,5,18,0,,0,0,0,0,0,0
2007,1,7,7,1432,1438,1703,1715,AS,596,N705AS,151,157,135,-12,-6,SEA,SNA,978,4,12,0,,0,0,0,0,0,0
2007,11,25,7,1543,1545,1818,1836,UA,206,N648UA,95,111,71,-18,-2,ORD,IAD,589,5,19,0,,0,0,0,0,0,0
2007,4,20,5,1122,1125,1253,1252,9E,5731,80219E,91,87,69,1,-3,ICT,MEM,453,7,15,0,,0,0,0,0,0,0
2007,4,5,4,1410,1421,1511,1536,OO,6188,N569SW,61,75,49,-25,-11,BFL,SFO,238,4,8,0,,0,0,0,0,0,0
2007,12,5,3,1524,1424,1657,1545,YV,7240,N519LR,93,81,64,72,60,SYR,IAD,296,8,21,0,,0,0,0,0,0,72
2007,9,25,2,944,945,1103,1120,WN,680,N452WN,79,95,69,-17,-1,SAN,RNO,488,3,7,0,,0,0,0,0,0,0
2007,12,6,4,1827,1752,1950,1930,OO,6077,N915SW,83,98,63,20,35,SGF,ORD,438,11,9,0,,0,0,0,20,0,0
2007,4,19,4,1332,1336,1723,1739,OO,4050,N340CA,171,183,151,-16,-4,SLC,IAH,1195,4,16,0,,0,0,0,0,0,0
2007,1,13,6,1206,1208,1318,1328,US,476,N322AW,72,80,56,-10,-2,ABQ,PHX,328,6,10,0,,0,0,0,0,0,0
2007,4,14,6,811,810,918,920,WN,429,N646SW,67,70,50,-2,1,ONT,PHX,325,4,13,0,,0,0,0,0,0,0
2007,7,12,4,640,640,705,705,WN,212,N763SW,85,85,69,0,0,ABQ,LAS,487,4,12,0,,0,0,0,0,0,0
2007,7,17,2,1347,1350,1856,1900,AA,2448,N386AA,189,190,153,-4,-3,LAX,DFW,1235,10,26,0,,0,0,0,0,0,0
2007,2,14,3,1807,1653,1840,1735,EV,4402,N980EV,93,102,75,65,74,ATL,MLU,448,4,14,0,,0,65,0,0,0,0
2007,1,15,1,1654,1535,1855,1720,AA,1902,N498AA,121,105,91,95,79,MCI,DFW,460,17,13,0,,0,0,0,16,0,79
2007,8,9,4,516,520,920,929,XE,2333,N12136,184,189,164,-9,-4,SLC,IAH,1195,7,13,0,,0,0,0,0,0,0
2007,7,28,6,830,835,910,926,EV,4725,N881AS,40,51,28,-16,-5,MCN,ATL,79,12,0,0,,0,0,0,0,0,0
2007,4,14,6,1317,1300,1526,1514,US,1830,N505AU,129,134,111,12,17,MCO,PIT,834,5,13,0,,0,0,0,0,0,0
2007,1,23,2,1400,1357,1700,1710,CO,1500,N12109,180,193,149,-10,3,FLL,EWR,1065,11,20,0,,0,0,0,0,0,0
2007,6,3,7,1631,1630,1712,1720,WN,907,N420WN,41,50,32,-8,1,TPA,PBI,174,2,7,0,,0,0,0,0,0,0
2007,2,4,7,927,932,1023,1021,EV,4284,N973EV,116,109,93,2,-5,ATL,PIA,564,3,20,0,,0,0,0,0,0,0
2007,8,13,1,1248,1245,1356,1358,US,1194,N703UW,68,73,53,-2,3,SAN,PHX,304,5,10,0,,0,0,0,0,0,0
2007,12,7,5,930,930,1114,1045,OH,5671,N926CA,164,135,126,29,0,CVG,FSD,701,5,33,0,,0,0,0,29,0,0
2007,6,23,6,1225,1225,1257,1302,HA,164,N485HA,32,37,20,-5,0,HNL,OGG,100,3,9,0,,0,0,0,0,0,0
2007,8,21,2,1956,1922,2306,2218,US,78,N629AW,190,176,162,48,34,PHX,SEA,1107,10,18,0,,0,34,0,14,0,0
2007,7,26,4,1241,1224,1536,1535,DL,78,N989DL,175,191,144,1,17,MIA,JFK,1090,13,18,0,,0,0,0,0,0,0
2007,2,2,5,1420,1330,1512,1425,WN,30,N682,52,55,39,47,50,HOU,DAL,239,2,11,0,,0,4,0,0,0,43
2007,6,18,1,1646,1610,2136,1948,AA,510,N560AA,230,158,143,108,36,DFW,RDU,1062,4,83,0,,0,27,0,72,0,9
2007,11,22,4,1210,1220,1320,1337,XE,2981,N15527,70,77,55,-17,-10,BRO,IAH,308,7,8,0,,0,0,0,0,0,0
2007,9,30,7,725,730,837,851,FL,622,N894AT,72,81,55,-14,-5,BOS,PHL,280,4,13,0,,0,0,0,0,0,0
2007,5,27,7,1147,1016,1244,1100,OO,6382,N965SW,117,104,97,104,91,BOI,SFO,522,8,12,0,,0,0,0,104,0,0
2007,5,27,7,930,930,1050,1045,US,685,N673AW,80,75,48,5,0,SAN,PHX,304,18,14,0,,0,0,0,0,0,0
2007,9,11,2,614,620,1100,1058,CO,561,N15710,226,218,202,2,-6,SAT,EWR,1569,7,17,0,,0,0,0,0,0,0
2007,8,1,3,1056,1055,1303,1315,B6,1248,N236JB,127,140,105,-12,1,CLT,BOS,728,6,16,0,,0,0,0,0,0,0
2007,7,24,2,1148,1155,1349,1405,OO,6399,N965SW,121,130,102,-16,-7,DEN,FCA,753,4,15,0,,0,0,0,0,0,0
2007,9,28,5,1507,1300,1546,1335,AA,1985,N5CXAA,39,35,16,131,127,SJU,STT,68,4,19,0,,0,14,0,4,0,113
2007,9,11,2,1409,1416,1506,1521,DL,1149,N906DL,117,125,98,-15,-7,ATL,HOU,696,3,16,0,,0,0,0,0,0,0
2007,1,26,5,922,925,1025,1030,MQ,4201,N846AE,63,65,49,-5,-3,ORD,LSE,215,2,12,0,,0,0,0,0,0,0
2007,9,20,4,1244,1245,1521,1520,XE,2656,N12957,157,155,135,1,-1,IAH,MKE,984,4,18,0,,0,0,0,0,0,0
2007,9,23,7,1832,1840,2215,2220,AA,436,N3CNAA,163,160,143,-5,-8,DFW,FLL,1119,4,16,0,,0,0,0,0,0,0
2007,7,5,4,630,630,918,937,UA,5,N505UA,348,367,329,-19,0,JFK,SFO,2586,6,13,0,,0,0,0,0,0,0
2007,9,10,1,712,638,817,743,9E,3767,88889E,65,65,39,34,34,CAK,DTW,133,8,18,0,,0,34,0,0,0,0
2007,3,25,7,2116,2111,2241,2222,NW,1143,N670MC,85,71,42,19,5,DTW,IND,231,17,26,0,,0,0,0,19,0,0
2007,2,10,6,1936,1940,2028,2040,WN,1524,N683,52,60,30,-12,-4,FLL,MCO,178,4,18,0,,0,0,0,0,0,0
2007,4,18,3,816,816,905,905,YV,7286,N75995,49,49,26,0,0,IAD,MDT,94,3,20,0,,0,0,0,0,0,0
2007,9,11,2,1706,1720,1958,2012,OO,3865,N441SW,112,112,92,-14,-14,SJC,SLC,585,6,14,0,,0,0,0,0,0,0
2007,6,27,3,1811,810,2036,1011,US,1062,N721UW,145,121,93,625,601,SYR,CLT,603,9,43,0,,0,1,0,24,0,600
2007,1,12,5,754,800,935,939,DL,1461,N632DL,101,99,66,-4,-6,TPA,ATL,406,16,19,0,,0,0,0,0,0,0
2007,6,29,5,922,925,1240,1210,9E,5717,87099E,138,105,84,30,-3,MEM,GSO,570,38,16,0,,0,0,0,30,0,0
2007,11,25,7,1218,1200,1325,1311,UA,359,N810UA,67,71,50,14,18,ORD,DSM,299,5,12,0,,0,0,0,0,0,0
2007,3,11,7,856,855,1751,1705,B6,204,N520JB,535,490,509,46,1,LGB,JFK,2465,5,21,0,,0,0,0,46,0,0
2007,3,25,7,1058,1101,1913,1835,DL,412,N3766,315,274,266,38,-3,PHX,JFK,2153,31,18,0,,0,0,0,38,0,0
2007,1,25,4,1555,1555,1702,1705,WN,2089,N404,67,70,56,-3,0,ISP,BWI,220,2,9,0,,0,0,0,0,0,0
2007,11,13,2,1605,1605,1936,1935,WN,832,N435WN,151,150,124,1,0,SAT,MCO,1040,8,19,0,,0,0,0,0,0,0
2007,6,19,2,802,810,943,945,CO,1406,N16339,161,155,131,-2,-8,FLL,IAH,965,5,25,0,,0,0,0,0,0,0
2007,2,11,7,721,725,941,953,UA,1403,N447UA,260,268,243,-12,-4,MIA,DEN,1709,4,13,0,,0,0,0,0,0,0
2007,8,11,6,700,705,815,813,NW,1741,N603NW,75,68,47,2,-5,MSP,OMA,282,6,22,0,,0,0,0,0,0,0
2007,8,29,3,1436,1425,1436,1435,WN,49,N514SW,60,70,50,1,11,DTW,MDW,229,4,6,0,,0,0,0,0,0,0
2007,5,12,6,835,835,938,927,OO,4002,N614SK,123,112,94,11,0,SLC,SAN,626,3,26,0,,0,0,0,0,0,0
2007,8,25,6,728,735,1034,1040,AA,1660,N4WYAA,126,125,105,-6,-7,DFW,IND,762,8,13,0,,0,0,0,0,0,0
2007,10,10,3,825,815,938,925,F9,333,N807FR,73,70,53,13,10,DEN,ABQ,349,7,13,0,,0,0,0,0,0,0
2007,7,24,2,1024,1030,1117,1135,XE,3111,N13978,53,65,40,-18,-6,DAL,IAH,217,5,8,0,,0,0,0,0,0,0
2007,4,11,3,837,840,1129,1120,9E,5729,89729E,112,100,69,9,-3,MEM,CMH,518,5,38,0,,0,0,0,0,0,0
2007,3,20,2,1216,1219,1435,1435,DL,1631,N952DL,79,76,51,0,-3,MEM,ATL,332,15,13,0,,0,0,0,0,0,0
2007,9,27,4,2141,2041,2349,2258,EV,4932,N750EV,128,137,109,51,60,ATL,ALB,852,3,16,0,,0,0,0,0,0,51
2007,8,26,7,1728,1730,2103,2109,XE,3121,N15980,155,159,128,-6,-2,IAH,CLT,913,11,16,0,,0,0,0,0,0,0
2007,8,3,5,1629,1500,1946,1815,DL,1,N949DL,197,195,152,91,89,FLL,JFK,1069,18,27,0,,0,88,0,2,0,1
2007,12,25,2,1213,1215,1327,1335,WN,1916,N525SW,74,80,60,-8,-2,MCI,MDW,405,5,9,0,,0,0,0,0,0,0
2007,9,11,2,1931,1825,2031,1933,US,1569,N589US,60,68,25,58,66,PHL,BWI,90,5,30,0,,0,9,0,0,0,49
2007,5,31,4,625,625,717,725,WN,2691,N200WN,52,60,41,-8,0,BOI,SLC,291,3,8,0,,0,0,0,0,0,0
2007,11,2,5,1508,1505,1553,1556,OO,3819,N460SW,45,51,35,-3,3,IDA,SLC,188,4,6,0,,0,0,0,0,0,0
2007,5,6,7,1945,1915,2245,2155,US,839,N183UW,180,160,152,50,30,FLL,PHL,992,5,23,0,,0,0,0,20,0,30
2007,5,25,5,1919,1910,2056,2025,AA,1798,N561AA,97,75,79,31,9,LAX,SFO,337,4,14,0,,0,8,0,22,0,1
2007,5,31,4,1317,1320,1651,1645,AA,576,N587AA,154,145,132,6,-3,STL,LGA,887,10,12,0,,0,0,0,0,0,0
2007,5,30,3,1139,1140,1402,1408,B6,56,N584JB,143,148,126,-6,-1,MCO,JFK,944,6,11,0,,0,0,0,0,0,0
